ImageName,Lat,Long,GEOID,MEDIAN_INCOME
Pittsburgh01174.png,40.4906370003,-79.9357089996,15000US420031014001,42813.0
Pittsburgh01175.png,40.4906370003,-79.9340089996,15000US420031014001,42813.0
Pittsburgh01176.png,40.4906370003,-79.9323089996,15000US420031014001,42813.0
Pittsburgh01177.png,40.4906370003,-79.9306089996,15000US420031014001,42813.0
Pittsburgh01178.png,40.4906370003,-79.9289089996,15000US420031014001,42813.0
Pittsburgh01179.png,40.4906370003,-79.9272089996,15000US420031014001,42813.0
Pittsburgh01180.png,40.4906370003,-79.9255089996,15000US420031014001,42813.0
Pittsburgh01181.png,40.4906370003,-79.9238089996,15000US420031014001,42813.0
Pittsburgh01197.png,40.4906370003,-79.8966089996,15000US420039800001,106477.0
Pittsburgh01198.png,40.4906370003,-79.8949089996,15000US420039800001,106477.0
Pittsburgh01199.png,40.4906370003,-79.8932089996,15000US420039800001,106477.0
Pittsburgh01200.png,40.4906370003,-79.8915089996,15000US420039800001,106477.0
Pittsburgh01201.png,40.4906370003,-79.8898089996,15000US420039800001,106477.0
Pittsburgh01202.png,40.4906370003,-79.8881089996,15000US420039800001,106477.0
Pittsburgh01203.png,40.4906370003,-79.8864089996,15000US420039800001,106477.0
Pittsburgh01204.png,40.4906370003,-79.8847089996,15000US420039800001,106477.0
Pittsburgh01246.png,40.4893370003,-80.0428089996,15000US420032708001,62727.0
Pittsburgh01247.png,40.4893370003,-80.0411089996,15000US420032708001,62727.0
Pittsburgh01248.png,40.4893370003,-80.0394089996,15000US420032708001,62727.0
Pittsburgh01249.png,40.4893370003,-80.0377089996,15000US420032708001,62727.0
Pittsburgh01250.png,40.4893370003,-80.0360089996,15000US420032708001,62727.0
Pittsburgh01251.png,40.4893370003,-80.0343089996,15000US420032708003,75898.0
Pittsburgh01252.png,40.4893370003,-80.0326089996,15000US420032708003,75898.0
Pittsburgh01253.png,40.4893370003,-80.0309089996,15000US420032708003,75898.0
Pittsburgh01254.png,40.4893370003,-80.0292089996,15000US420032708003,75898.0
Pittsburgh01255.png,40.4893370003,-80.0275089996,15000US420032708003,75898.0
Pittsburgh01256.png,40.4893370003,-80.0258089996,15000US420032602002,42102.0
Pittsburgh01257.png,40.4893370003,-80.0241089996,15000US420032602002,42102.0
Pittsburgh01258.png,40.4893370003,-80.0224089996,15000US420032602002,42102.0
Pittsburgh01259.png,40.4893370003,-80.0207089996,15000US420039804001,
Pittsburgh01260.png,40.4893370003,-80.0190089996,15000US420032602002,42102.0
Pittsburgh01261.png,40.4893370003,-80.0173089996,15000US420032602001,40577.0
Pittsburgh01262.png,40.4893370003,-80.0156089996,15000US420032602001,40577.0
Pittsburgh01263.png,40.4893370003,-80.0139089996,15000US420032602001,40577.0
Pittsburgh01264.png,40.4893370003,-80.0122089996,15000US420032602001,40577.0
Pittsburgh01265.png,40.4893370003,-80.0105089996,15000US420032602001,40577.0
Pittsburgh01266.png,40.4893370003,-80.0088089996,15000US420032612001,56691.0
Pittsburgh01267.png,40.4893370003,-80.0071089996,15000US420032612001,56691.0
Pittsburgh01268.png,40.4893370003,-80.0054089996,15000US420032612001,56691.0
Pittsburgh01269.png,40.4893370003,-80.0037089996,15000US420032612001,56691.0
Pittsburgh01304.png,40.4893370003,-79.9442089996,15000US420031011002,35781.0
Pittsburgh01305.png,40.4893370003,-79.9425089996,15000US420031011002,35781.0
Pittsburgh01306.png,40.4893370003,-79.9408089996,15000US420031011002,35781.0
Pittsburgh01307.png,40.4893370003,-79.9391089996,15000US420031011002,35781.0
Pittsburgh01308.png,40.4893370003,-79.9374089996,15000US420031014001,42813.0
Pittsburgh01309.png,40.4893370003,-79.9357089996,15000US420031014001,42813.0
Pittsburgh01310.png,40.4893370003,-79.9340089996,15000US420031014001,42813.0
Pittsburgh01311.png,40.4893370003,-79.9323089996,15000US420031014001,42813.0
Pittsburgh01312.png,40.4893370003,-79.9306089996,15000US420031014001,42813.0
Pittsburgh01313.png,40.4893370003,-79.9289089996,15000US420031014001,42813.0
Pittsburgh01314.png,40.4893370003,-79.9272089996,15000US420031014001,42813.0
Pittsburgh01315.png,40.4893370003,-79.9255089996,15000US420031014001,42813.0
Pittsburgh01316.png,40.4893370003,-79.9238089996,15000US420031014001,42813.0
Pittsburgh01317.png,40.4893370003,-79.9221089996,15000US420031014001,42813.0
Pittsburgh01318.png,40.4893370003,-79.9204089996,15000US420031014001,42813.0
Pittsburgh01319.png,40.4893370003,-79.9187089996,15000US420031014001,42813.0
Pittsburgh01332.png,40.4893370003,-79.8966089996,15000US420039800001,106477.0
Pittsburgh01333.png,40.4893370003,-79.8949089996,15000US420039800001,106477.0
Pittsburgh01334.png,40.4893370003,-79.8932089996,15000US420039800001,106477.0
Pittsburgh01335.png,40.4893370003,-79.8915089996,15000US420039800001,106477.0
Pittsburgh01336.png,40.4893370003,-79.8898089996,15000US420039800001,106477.0
Pittsburgh01337.png,40.4893370003,-79.8881089996,15000US420039800001,106477.0
Pittsburgh01338.png,40.4893370003,-79.8864089996,15000US420039800001,106477.0
Pittsburgh01339.png,40.4893370003,-79.8847089996,15000US420039800001,106477.0
Pittsburgh01380.png,40.4880370003,-80.0445089996,15000US420032701001,61758.0
Pittsburgh01381.png,40.4880370003,-80.0428089996,15000US420032701001,61758.0
Pittsburgh01382.png,40.4880370003,-80.0411089996,15000US420032708001,62727.0
Pittsburgh01383.png,40.4880370003,-80.0394089996,15000US420032708001,62727.0
Pittsburgh01384.png,40.4880370003,-80.0377089996,15000US420032708001,62727.0
Pittsburgh01385.png,40.4880370003,-80.0360089996,15000US420032708001,62727.0
Pittsburgh01386.png,40.4880370003,-80.0343089996,15000US420032708001,62727.0
Pittsburgh01387.png,40.4880370003,-80.0326089996,15000US420032708003,75898.0
Pittsburgh01388.png,40.4880370003,-80.0309089996,15000US420032708003,75898.0
Pittsburgh01389.png,40.4880370003,-80.0292089996,15000US420032708003,75898.0
Pittsburgh01390.png,40.4880370003,-80.0275089996,15000US420032708003,75898.0
Pittsburgh01391.png,40.4880370003,-80.0258089996,15000US420032602002,42102.0
Pittsburgh01392.png,40.4880370003,-80.0241089996,15000US420032602002,42102.0
Pittsburgh01393.png,40.4880370003,-80.0224089996,15000US420039804001,
Pittsburgh01394.png,40.4880370003,-80.0207089996,15000US420039804001,
Pittsburgh01395.png,40.4880370003,-80.0190089996,15000US420032602002,42102.0
Pittsburgh01396.png,40.4880370003,-80.0173089996,15000US420032602002,42102.0
Pittsburgh01397.png,40.4880370003,-80.0156089996,15000US420032607001,32857.0
Pittsburgh01398.png,40.4880370003,-80.0139089996,15000US420032602001,40577.0
Pittsburgh01399.png,40.4880370003,-80.0122089996,15000US420032602001,40577.0
Pittsburgh01400.png,40.4880370003,-80.0105089996,15000US420032602001,40577.0
Pittsburgh01401.png,40.4880370003,-80.0088089996,15000US420032612001,56691.0
Pittsburgh01402.png,40.4880370003,-80.0071089996,15000US420032612001,56691.0
Pittsburgh01403.png,40.4880370003,-80.0054089996,15000US420032612001,56691.0
Pittsburgh01404.png,40.4880370003,-80.0037089996,15000US420032612001,56691.0
Pittsburgh01436.png,40.4880370003,-79.9493089996,15000US420031011002,35781.0
Pittsburgh01437.png,40.4880370003,-79.9476089996,15000US420031011002,35781.0
Pittsburgh01438.png,40.4880370003,-79.9459089996,15000US420031011002,35781.0
Pittsburgh01439.png,40.4880370003,-79.9442089996,15000US420031011002,35781.0
Pittsburgh01440.png,40.4880370003,-79.9425089996,15000US420031011002,35781.0
Pittsburgh01441.png,40.4880370003,-79.9408089996,15000US420031011002,35781.0
Pittsburgh01442.png,40.4880370003,-79.9391089996,15000US420031011002,35781.0
Pittsburgh01443.png,40.4880370003,-79.9374089996,15000US420031018002,52306.0
Pittsburgh01444.png,40.4880370003,-79.9357089996,15000US420031018002,52306.0
Pittsburgh01445.png,40.4880370003,-79.9340089996,15000US420031018002,52306.0
Pittsburgh01446.png,40.4880370003,-79.9323089996,15000US420031018002,52306.0
Pittsburgh01447.png,40.4880370003,-79.9306089996,15000US420031018002,52306.0
Pittsburgh01448.png,40.4880370003,-79.9289089996,15000US420031018002,52306.0
Pittsburgh01449.png,40.4880370003,-79.9272089996,15000US420031018002,52306.0
Pittsburgh01450.png,40.4880370003,-79.9255089996,15000US420031014001,42813.0
Pittsburgh01451.png,40.4880370003,-79.9238089996,15000US420031014001,42813.0
Pittsburgh01452.png,40.4880370003,-79.9221089996,15000US420031014001,42813.0
Pittsburgh01453.png,40.4880370003,-79.9204089996,15000US420031014001,42813.0
Pittsburgh01454.png,40.4880370003,-79.9187089996,15000US420039801001,
Pittsburgh01455.png,40.4880370003,-79.9170089996,15000US420031014001,42813.0
Pittsburgh01456.png,40.4880370003,-79.9153089996,15000US420031014001,42813.0
Pittsburgh01457.png,40.4880370003,-79.9136089996,15000US420031014001,42813.0
Pittsburgh01458.png,40.4880370003,-79.9119089996,15000US420039801001,
Pittsburgh01465.png,40.4880370003,-79.9000089996,15000US420039800001,106477.0
Pittsburgh01466.png,40.4880370003,-79.8983089996,15000US420039800001,106477.0
Pittsburgh01467.png,40.4880370003,-79.8966089996,15000US420039800001,106477.0
Pittsburgh01468.png,40.4880370003,-79.8949089996,15000US420039800001,106477.0
Pittsburgh01469.png,40.4880370003,-79.8932089996,15000US420039800001,106477.0
Pittsburgh01470.png,40.4880370003,-79.8915089996,15000US420039800001,106477.0
Pittsburgh01471.png,40.4880370003,-79.8898089996,15000US420039800001,106477.0
Pittsburgh01472.png,40.4880370003,-79.8881089996,15000US420039800001,106477.0
Pittsburgh01473.png,40.4880370003,-79.8864089996,15000US420039800001,106477.0
Pittsburgh01474.png,40.4880370003,-79.8847089996,15000US420039800001,106477.0
Pittsburgh01514.png,40.4867370003,-80.0462089996,15000US420032701002,40625.0
Pittsburgh01515.png,40.4867370003,-80.0445089996,15000US420032701002,40625.0
Pittsburgh01516.png,40.4867370003,-80.0428089996,15000US420032701001,61758.0
Pittsburgh01517.png,40.4867370003,-80.0411089996,15000US420032701001,61758.0
Pittsburgh01518.png,40.4867370003,-80.0394089996,15000US420032701001,61758.0
Pittsburgh01519.png,40.4867370003,-80.0377089996,15000US420032701001,61758.0
Pittsburgh01520.png,40.4867370003,-80.0360089996,15000US420032708001,62727.0
Pittsburgh01521.png,40.4867370003,-80.0343089996,15000US420032708001,62727.0
Pittsburgh01522.png,40.4867370003,-80.0326089996,15000US420032708003,75898.0
Pittsburgh01523.png,40.4867370003,-80.0309089996,15000US420032708003,75898.0
Pittsburgh01524.png,40.4867370003,-80.0292089996,15000US420032708003,75898.0
Pittsburgh01525.png,40.4867370003,-80.0275089996,15000US420032708003,75898.0
Pittsburgh01526.png,40.4867370003,-80.0258089996,15000US420032708003,75898.0
Pittsburgh01527.png,40.4867370003,-80.0241089996,15000US420039804001,
Pittsburgh01528.png,40.4867370003,-80.0224089996,15000US420039804001,
Pittsburgh01529.png,40.4867370003,-80.0207089996,15000US420039804001,
Pittsburgh01530.png,40.4867370003,-80.0190089996,15000US420039804001,
Pittsburgh01531.png,40.4867370003,-80.0173089996,15000US420039804001,
Pittsburgh01532.png,40.4867370003,-80.0156089996,15000US420032607001,32857.0
Pittsburgh01533.png,40.4867370003,-80.0139089996,15000US420032607001,32857.0
Pittsburgh01534.png,40.4867370003,-80.0122089996,15000US420032607001,32857.0
Pittsburgh01535.png,40.4867370003,-80.0105089996,15000US420032607001,32857.0
Pittsburgh01536.png,40.4867370003,-80.0088089996,15000US420032612001,56691.0
Pittsburgh01537.png,40.4867370003,-80.0071089996,15000US420032612001,56691.0
Pittsburgh01538.png,40.4867370003,-80.0054089996,15000US420032612001,56691.0
Pittsburgh01539.png,40.4867370003,-80.0037089996,15000US420032612001,56691.0
Pittsburgh01569.png,40.4867370003,-79.9527089996,15000US420031011002,35781.0
Pittsburgh01570.png,40.4867370003,-79.9510089996,15000US420031011002,35781.0
Pittsburgh01571.png,40.4867370003,-79.9493089996,15000US420031011002,35781.0
Pittsburgh01572.png,40.4867370003,-79.9476089996,15000US420031011002,35781.0
Pittsburgh01573.png,40.4867370003,-79.9459089996,15000US420031011002,35781.0
Pittsburgh01574.png,40.4867370003,-79.9442089996,15000US420031011002,35781.0
Pittsburgh01575.png,40.4867370003,-79.9425089996,15000US420031011002,35781.0
Pittsburgh01576.png,40.4867370003,-79.9408089996,15000US420031018002,52306.0
Pittsburgh01577.png,40.4867370003,-79.9391089996,15000US420031018002,52306.0
Pittsburgh01578.png,40.4867370003,-79.9374089996,15000US420031018002,52306.0
Pittsburgh01579.png,40.4867370003,-79.9357089996,15000US420031018002,52306.0
Pittsburgh01580.png,40.4867370003,-79.9340089996,15000US420031018002,52306.0
Pittsburgh01581.png,40.4867370003,-79.9323089996,15000US420031018001,65991.0
Pittsburgh01582.png,40.4867370003,-79.9306089996,15000US420031018001,65991.0
Pittsburgh01583.png,40.4867370003,-79.9289089996,15000US420031018002,52306.0
Pittsburgh01584.png,40.4867370003,-79.9272089996,15000US420031014001,42813.0
Pittsburgh01585.png,40.4867370003,-79.9255089996,15000US420031014001,42813.0
Pittsburgh01586.png,40.4867370003,-79.9238089996,15000US420031014001,42813.0
Pittsburgh01587.png,40.4867370003,-79.9221089996,15000US420031014001,42813.0
Pittsburgh01588.png,40.4867370003,-79.9204089996,15000US420039801001,
Pittsburgh01589.png,40.4867370003,-79.9187089996,15000US420039801001,
Pittsburgh01590.png,40.4867370003,-79.9170089996,15000US420039801001,
Pittsburgh01591.png,40.4867370003,-79.9153089996,15000US420039801001,
Pittsburgh01592.png,40.4867370003,-79.9136089996,15000US420039801001,
Pittsburgh01593.png,40.4867370003,-79.9119089996,15000US420039801001,
Pittsburgh01594.png,40.4867370003,-79.9102089996,15000US420039801001,
Pittsburgh01595.png,40.4867370003,-79.9085089996,15000US420039801001,
Pittsburgh01596.png,40.4867370003,-79.9068089996,15000US420039801001,
Pittsburgh01600.png,40.4867370003,-79.9000089996,15000US420039800001,106477.0
Pittsburgh01601.png,40.4867370003,-79.8983089996,15000US420039800001,106477.0
Pittsburgh01602.png,40.4867370003,-79.8966089996,15000US420039800001,106477.0
Pittsburgh01603.png,40.4867370003,-79.8949089996,15000US420039800001,106477.0
Pittsburgh01604.png,40.4867370003,-79.8932089996,15000US420039800001,106477.0
Pittsburgh01605.png,40.4867370003,-79.8915089996,15000US420039800001,106477.0
Pittsburgh01606.png,40.4867370003,-79.8898089996,15000US420039800001,106477.0
Pittsburgh01607.png,40.4867370003,-79.8881089996,15000US420039800001,106477.0
Pittsburgh01608.png,40.4867370003,-79.8864089996,15000US420039800001,106477.0
Pittsburgh01647.png,40.4854370003,-80.0496089996,15000US420032701002,40625.0
Pittsburgh01648.png,40.4854370003,-80.0479089996,15000US420032701002,40625.0
Pittsburgh01649.png,40.4854370003,-80.0462089996,15000US420032701002,40625.0
Pittsburgh01650.png,40.4854370003,-80.0445089996,15000US420032701002,40625.0
Pittsburgh01651.png,40.4854370003,-80.0428089996,15000US420032701002,40625.0
Pittsburgh01652.png,40.4854370003,-80.0411089996,15000US420032701001,61758.0
Pittsburgh01653.png,40.4854370003,-80.0394089996,15000US420032701001,61758.0
Pittsburgh01654.png,40.4854370003,-80.0377089996,15000US420032701001,61758.0
Pittsburgh01655.png,40.4854370003,-80.0360089996,15000US420032708001,62727.0
Pittsburgh01656.png,40.4854370003,-80.0343089996,15000US420032708001,62727.0
Pittsburgh01657.png,40.4854370003,-80.0326089996,15000US420032708003,75898.0
Pittsburgh01658.png,40.4854370003,-80.0309089996,15000US420032708003,75898.0
Pittsburgh01659.png,40.4854370003,-80.0292089996,15000US420032708003,75898.0
Pittsburgh01660.png,40.4854370003,-80.0275089996,15000US420032708003,75898.0
Pittsburgh01661.png,40.4854370003,-80.0258089996,15000US420032708003,75898.0
Pittsburgh01662.png,40.4854370003,-80.0241089996,15000US420039804001,
Pittsburgh01663.png,40.4854370003,-80.0224089996,15000US420039804001,
Pittsburgh01664.png,40.4854370003,-80.0207089996,15000US420039804001,
Pittsburgh01665.png,40.4854370003,-80.0190089996,15000US420039804001,
Pittsburgh01666.png,40.4854370003,-80.0173089996,15000US420039804001,
Pittsburgh01667.png,40.4854370003,-80.0156089996,15000US420032607001,32857.0
Pittsburgh01668.png,40.4854370003,-80.0139089996,15000US420032607001,32857.0
Pittsburgh01669.png,40.4854370003,-80.0122089996,15000US420032607001,32857.0
Pittsburgh01670.png,40.4854370003,-80.0105089996,15000US420032607001,32857.0
Pittsburgh01671.png,40.4854370003,-80.0088089996,15000US420032602001,40577.0
Pittsburgh01672.png,40.4854370003,-80.0071089996,15000US420032612001,56691.0
Pittsburgh01673.png,40.4854370003,-80.0054089996,15000US420032612001,56691.0
Pittsburgh01674.png,40.4854370003,-80.0037089996,15000US420032612001,56691.0
Pittsburgh01702.png,40.4854370003,-79.9561089996,15000US420031011002,35781.0
Pittsburgh01703.png,40.4854370003,-79.9544089996,15000US420031011002,35781.0
Pittsburgh01704.png,40.4854370003,-79.9527089996,15000US420031011002,35781.0
Pittsburgh01705.png,40.4854370003,-79.9510089996,15000US420031011002,35781.0
Pittsburgh01706.png,40.4854370003,-79.9493089996,15000US420031011002,35781.0
Pittsburgh01707.png,40.4854370003,-79.9476089996,15000US420031011002,35781.0
Pittsburgh01708.png,40.4854370003,-79.9459089996,15000US420031011002,35781.0
Pittsburgh01709.png,40.4854370003,-79.9442089996,15000US420031018002,52306.0
Pittsburgh01710.png,40.4854370003,-79.9425089996,15000US420031018002,52306.0
Pittsburgh01711.png,40.4854370003,-79.9408089996,15000US420031018002,52306.0
Pittsburgh01712.png,40.4854370003,-79.9391089996,15000US420031018002,52306.0
Pittsburgh01713.png,40.4854370003,-79.9374089996,15000US420031018002,52306.0
Pittsburgh01714.png,40.4854370003,-79.9357089996,15000US420031018002,52306.0
Pittsburgh01715.png,40.4854370003,-79.9340089996,15000US420031018001,65991.0
Pittsburgh01716.png,40.4854370003,-79.9323089996,15000US420031018001,65991.0
Pittsburgh01717.png,40.4854370003,-79.9306089996,15000US420031018001,65991.0
Pittsburgh01718.png,40.4854370003,-79.9289089996,15000US420031014002,66000.0
Pittsburgh01719.png,40.4854370003,-79.9272089996,15000US420031014002,66000.0
Pittsburgh01720.png,40.4854370003,-79.9255089996,15000US420031014001,42813.0
Pittsburgh01721.png,40.4854370003,-79.9238089996,15000US420031014001,42813.0
Pittsburgh01722.png,40.4854370003,-79.9221089996,15000US420039801001,
Pittsburgh01723.png,40.4854370003,-79.9204089996,15000US420039801001,
Pittsburgh01724.png,40.4854370003,-79.9187089996,15000US420039801001,
Pittsburgh01725.png,40.4854370003,-79.9170089996,15000US420039801001,
Pittsburgh01726.png,40.4854370003,-79.9153089996,15000US420039801001,
Pittsburgh01727.png,40.4854370003,-79.9136089996,15000US420039801001,
Pittsburgh01728.png,40.4854370003,-79.9119089996,15000US420039801001,
Pittsburgh01729.png,40.4854370003,-79.9102089996,15000US420039801001,
Pittsburgh01730.png,40.4854370003,-79.9085089996,15000US420039801001,
Pittsburgh01731.png,40.4854370003,-79.9068089996,15000US420039801001,
Pittsburgh01732.png,40.4854370003,-79.9051089996,15000US420039818001,
Pittsburgh01733.png,40.4854370003,-79.9034089996,15000US420039818001,
Pittsburgh01734.png,40.4854370003,-79.9017089996,15000US420039818001,
Pittsburgh01735.png,40.4854370003,-79.9000089996,15000US420039818001,
Pittsburgh01736.png,40.4854370003,-79.8983089996,15000US420039818001,
Pittsburgh01737.png,40.4854370003,-79.8966089996,15000US420039800001,106477.0
Pittsburgh01738.png,40.4854370003,-79.8949089996,15000US420039800001,106477.0
Pittsburgh01739.png,40.4854370003,-79.8932089996,15000US420039800001,106477.0
Pittsburgh01740.png,40.4854370003,-79.8915089996,15000US420039800001,106477.0
Pittsburgh01741.png,40.4854370003,-79.8898089996,15000US420039800001,106477.0
Pittsburgh01782.png,40.4841370003,-80.0496089996,15000US420032701002,40625.0
Pittsburgh01783.png,40.4841370003,-80.0479089996,15000US420032701002,40625.0
Pittsburgh01784.png,40.4841370003,-80.0462089996,15000US420032701002,40625.0
Pittsburgh01785.png,40.4841370003,-80.0445089996,15000US420032701002,40625.0
Pittsburgh01786.png,40.4841370003,-80.0428089996,15000US420032701002,40625.0
